001E07AF.esd,stNIB-v1_06735,Sotub07g024120
SDBN003C13u.scf,stNIB-v1_09443,Sotub08g010220
SDBN003C16u.scf,stNIB-v1_16295,Sotub02g005090
SDBN003C17u.scf,stNIB-v1_11383,Sotub06g025070
SDBN003C19u.scf,stNIB-v1_27444,SDBN003C19u.scf
SDBN003C20u.scf,stNIB-v1_27417,SDBN003C20u.scf
SDBN003C21u.scf,stNIB-v1_11589,Sotub03g028650
SDBN003C22u.scf,stNIB-v1_16722,Sotub04g020360
SDBN003D01u.scf,stNIB-v1_07913,Sotub06g017700
SDBN003D08u.scf,stNIB-v1_13950,Sotub04g026020
SDBN003D10u.scf,stNIB-v1_34177,SDBN003D10u.scf
SDBN003D12u.scf,stNIB-v1_00420,Sotub03g030100
SDBN003D14u.scf,stNIB-v1_27815,PGSC0003DMG400043279
SDBN003D17u.scf,stNIB-v1_05844,Sotub11g014370
SDBN003D18u.scf,stNIB-v1_03945,Sotub11g024880
SDBN003D19u.scf,stNIB-v1_06809,Sotub07g013590
SDBN003D20u.scf,stNIB-v1_35137,SDBN003D20u.scf
SDBN003E03u.scf,stNIB-v1_02831,Sotub08g024340
SDBN003E08u.scf,stNIB-v1_00705,Sotub12g012720
SDBN003E10u.scf,stNIB-v1_00641,Sotub11g005110
SDBN003E16u.scf,stNIB-v1_15691,Sotub08g014830
SDBN003E18u.scf,stNIB-v1_34363,SDBN003E18u.scf
SDBN003E19u.scf,stNIB-v1_34756,SDBN003E19u.scf
SDBN003E21u.scf,stNIB-v1_34796,SDBN003E21u.scf
SDBN003F02u.scf,stNIB-v1_03738,Sotub12g014120
SDBN003F03u.scf,stNIB-v1_07514,Sotub03g031600
SDBN003F05u.scf,stNIB-v1_03280,Sotub01g049510
SDBN003F09u.scf,stNIB-v1_13910,PGSC0003DMG400031034
SDBN003F11u.scf,stNIB-v1_04016,Sotub05g023050
SDBN003F14u.scf,stNIB-v1_04720,Sotub10g022780
SDBN003F16u.scf,stNIB-v1_14662,Sotub09g028450
SDBN003F18u.scf,stNIB-v1_14306,Sotub06g020520
SDBN003F21u.scf,stNIB-v1_17028,Sotub06g029510
SDBN003F22u.scf,stNIB-v1_14802,Sotub11g029680
SDBN003G05u.scf,stNIB-v1_09197,Sotub01g039130
SDBN003G06u.scf,stNIB-v1_13253,Sotub12g028630
SDBN003G11u.scf,stNIB-v1_00224,Sotub01g006200
SDBN003G12u.scf,stNIB-v1_35107,SDBN003G12u.scf
SDBN003G13u.scf,stNIB-v1_03676,Sotub04g010380
SDBN003G15u.scf,stNIB-v1_06148,Sotub07g006140
SDBN003G17u.scf,stNIB-v1_34197,SDBN003G17u.scf
SDBN003G20u.scf,stNIB-v1_27356,SDBN003G20u.scf
SDBN003G22u.scf,stNIB-v1_14044,PGSC0003DMG400031482
SDBN003G24u.scf,stNIB-v1_10269,Sotub02g015910
SDBN003H01u.scf,stNIB-v1_34970,SDBN003H01u.scf
SDBN003H05u.scf,stNIB-v1_04239,Sotub11g012340
SDBN003H06u.scf,stNIB-v1_15561,Sotub06g032580
SDBN003H08u.scf,stNIB-v1_27001,SDBN003H08u.scf
SDBN003H10u.scf,stNIB-v1_01299,Sotub02g023330
SDBN003H17u.scf,stNIB-v1_17635,Sotub11g022830
SDBN003H18u.scf,stNIB-v1_00753,Sotub06g012800
SDBN003H19u.scf,stNIB-v1_03411,Sotub08g009340
SDBN003H21u.scf,stNIB-v1_08547,Sotub04g021490
SDBN003H22u.scf,stNIB-v1_09291,Sotub08g008520
SDBN003H23u.scf,stNIB-v1_28225,PGSC0003DMG400013005
SDBN003I02u.scf,stNIB-v1_16340,Sotub02g008760
SDBN003I03u.scf,stNIB-v1_15228,PGSC0003DMG402016929
SDBN003I05u.scf,stNIB-v1_13864,Sotub07g008310
SDBN003I06u.scf,stNIB-v1_11198,Sotub04g011950
SDBN003I07u.scf,stNIB-v1_12737,Sotub06g035190
SDBN003I08u.scf,stNIB-v1_07345,Sotub07g012160
SDBN003I09u.scf,stNIB-v1_35118,SDBN003I09u.scf
SDBN003I11u.scf,stNIB-v1_28020,PGSC0003DMG400006269
SDBN003I15u.scf,stNIB-v1_33692,SDBN003I15u.scf
SDBN003I16u.scf,stNIB-v1_16533,Sotub03g018690
SDBN003I17u.scf,stNIB-v1_15217,Sotub01g008380
SDBN003I18u.scf,stNIB-v1_01555,Sotub03g036630
SDBN003I20u.scf,stNIB-v1_17560,Sotub11g012810
SDBN003I22u.scf,stNIB-v1_34713,SDBN003I22u.scf
SDBN003I24u.scf,stNIB-v1_01759,Sotub12g008460
SDBN003J03u.scf,stNIB-v1_17202,Sotub08g011750
SDBN003J04u.scf,stNIB-v1_08711,PGSC0003DMG400016998
SDBN003J06u.scf,stNIB-v1_26675,SDBN003J06u.scf
SDBN003J09u.scf,stNIB-v1_01878,Sotub02g017830
SDBN003J11u.scf,stNIB-v1_06900,Sotub01g030580
SDBN003J12u.scf,stNIB-v1_02093,Sotub02g032450
SDBN003J16u.scf,stNIB-v1_26612,SDBN003J16u.scf
SDBN003J19u.scf,stNIB-v1_08965,Sotub09g018030
SDBN003J22u.scf,stNIB-v1_01924,Sotub03g018110
SDBN003J24u.scf,stNIB-v1_05894,Sotub01g043470
SDBN003K01u.scf,stNIB-v1_34474,SDBN003K01u.scf
SDBN003K05u.scf,stNIB-v1_35145,SDBN003K05u.scf
SDBN003K07u.scf,stNIB-v1_03171,Sotub03g032930
SDBN003K09u.scf,stNIB-v1_12394,Sotub01g014750
SDBN003K10u.scf,stNIB-v1_12804,Sotub04g033240
SDBN003K11u.scf,stNIB-v1_11140,Sotub05g029470
SDBN003K14u.scf,stNIB-v1_15322,Sotub06g025110
SDBN003K15u.scf,stNIB-v1_00660,PGSC0003DMG400001018
SDBN003K16u.scf,stNIB-v1_07970,Sotub06g029170
SDBN003K17u.scf,stNIB-v1_01902,Sotub01g043550
SDBN003K18u.scf,stNIB-v1_05803,Sotub01g009230
SDBN003K21u.scf,stNIB-v1_01458,Sotub08g021950
SDBN003K23u.scf,stNIB-v1_10413,Sotub04g031130
SDBN003K24u.scf,stNIB-v1_14690,Sotub11g010220
SDBN003L01u.scf,stNIB-v1_09874,Sotub06g034330
SDBN003L06u.scf,stNIB-v1_10651,Sotub07g029020
SDBN003L07u.scf,stNIB-v1_02989,Sotub01g019950
SDBN003L09u.scf,stNIB-v1_00211,Sotub12g009120
SDBN003L10u.scf,stNIB-v1_35051,SDBN003L10u.scf
SDBN003L11u.scf,stNIB-v1_10953,Sotub02g019910
SDBN003L13u.scf,stNIB-v1_35595,SDBN003L13u.scf
SDBN003L15u.scf,stNIB-v1_09275,Sotub05g010250
SDBN003L16u.scf,stNIB-v1_09007,Sotub03g006550
SDBN003L18u.scf,stNIB-v1_16759,Sotub04g027280
SDBN003L19u.scf,stNIB-v1_00285,Sotub11g024220
SDBN003M02u.scf,stNIB-v1_03657,Sotub01g027020
SDBN003M03u.scf,stNIB-v1_02621,Sotub08g017050
SDBN003M04u.scf,stNIB-v1_10216,Sotub10g012690
SDBN003M05u.scf,stNIB-v1_11087,Sotub04g013050
SDBN003M07u.scf,stNIB-v1_10235,Sotub02g007580
SDBN003M11u.scf,stNIB-v1_00586,Sotub03g026660
SDBN003M12u.scf,stNIB-v1_09966,Sotub03g034580
SDBN003M14u.scf,stNIB-v1_28209,Sotub11g027600
SDBN003M15u.scf,stNIB-v1_09429,Sotub12g018880
SDBN003M16u.scf,stNIB-v1_15385,Sotub05g028000
SDBN003M17u.scf,stNIB-v1_05102,Sotub03g013370
SDBN003M23u.scf,stNIB-v1_00985,Sotub02g026530
SDBN003N07u.scf,stNIB-v1_27205,SDBN003N07u.scf
SDBN003N09u.scf,stNIB-v1_27075,SDBN003N09u.scf
SDBN003N11u.scf,stNIB-v1_34009,SDBN003N11u.scf
SDBN003N12u.scf,stNIB-v1_12942,Sotub11g025830
SDBN003N13u.scf,stNIB-v1_28234,Sotub03g025640
SDBN003N18u.scf,stNIB-v1_11611,Sotub01g037040
SDBN003N21u.scf,stNIB-v1_27127,SDBN003N21u.scf
SDBN003N23u.scf,stNIB-v1_13329,Sotub02g031430
SDBN003O01u.scf,stNIB-v1_10106,Sotub04g020840
SDBN003O03u.scf,stNIB-v1_01148,Sotub11g009370
SDBN003O04u.scf,stNIB-v1_04108,Sotub10g019700
SDBN003O06u.scf,stNIB-v1_01552,Sotub03g036560
SDBN003O07u.scf,stNIB-v1_05372,Sotub06g017030
SDBN003O08u.scf,stNIB-v1_11582,Sotub05g016300
SDBN003O11u.scf,stNIB-v1_05652,Sotub03g016270
SDBN003O16u.scf,stNIB-v1_12954,Sotub05g006000
SDBN003O17u.scf,stNIB-v1_06038,Sotub10g024270
SDBN003O19u.scf,stNIB-v1_07889,Sotub09g019000
SDBN003O20u.scf,stNIB-v1_15677,Sotub01g048980
SDBN003O22u.scf,stNIB-v1_11199,Sotub04g011890
SDBN003O23u.scf,stNIB-v1_05228,Sotub04g029240
SDBN003P01u.scf,stNIB-v1_12255,Sotub07g025580
SDBN003P03u.scf,stNIB-v1_26956,SDBN003P03u.scf
SDBN003P05u.scf,stNIB-v1_07768,Sotub01g049870
SDBN003P08u.scf,stNIB-v1_02553,Sotub12g032890
SDBN003P12u.scf,stNIB-v1_11784,Sotub04g026610
SDBN003P13u.scf,stNIB-v1_03130,Sotub01g019800
SDBN003P16u.scf,stNIB-v1_04486,Sotub04g031770
SDBN003P17u.scf,stNIB-v1_06485,Sotub11g011760
SDBN003P21u.scf,stNIB-v1_27928,PGSC0003DMG400006728
SDBN003P22u.scf,stNIB-v1_07244,Sotub05g013920
SDBN003P23u.scf,stNIB-v1_14779,Sotub03g027930
SDBN004A01u.scf,stNIB-v1_26970,SDBN004A01u.scf
SDBN004A03u.scf,stNIB-v1_11726,Sotub02g031220
SDBN004A06u.scf,stNIB-v1_03240,Sotub05g019620
SDBN004A08u.scf,stNIB-v1_09864,Sotub06g015090
SDBN004A12u.scf,stNIB-v1_03816,Sotub02g005400
SDBN004A14u.scf,stNIB-v1_00360,Sotub02g035940
SDBN004A15u.scf,stNIB-v1_03015,Sotub02g023030
SDBN004A16u.scf,stNIB-v1_08420,Sotub06g016990
SDBN004A17u.scf,stNIB-v1_14588,Sotub09g010100
SDBN004A19u.scf,stNIB-v1_16242,Sotub01g037030
SDBN004A20u.scf,stNIB-v1_10214,Sotub03g010220
SDBN004B03u.scf,stNIB-v1_28169,PGSC0003DMG400017853
SDBN004B04u.scf,stNIB-v1_08258,Sotub11g017640
SDBN004B07u.scf,stNIB-v1_10246,Sotub01g018540
SDBN004B08u.scf,stNIB-v1_06473,Sotub01g029110
SDBN004B10u.scf,stNIB-v1_17229,Sotub08g014850
SDBN004B11u.scf,stNIB-v1_00806,Sotub06g012130
SDBN004B12u.scf,stNIB-v1_28070,Sotub07g029100
SDBN004B13u.scf,stNIB-v1_11878,Sotub04g025090
SDBN004B14u.scf,stNIB-v1_04258,PGSC0003DMG400007463
SDBN004B17u.scf,stNIB-v1_26534,SDBN004B17u.scf
SDBN004B18u.scf,stNIB-v1_27998,PGSC0003DMG400026773
SDBN004B21u.scf,stNIB-v1_08956,Sotub09g017750
SDBN004B22u.scf,stNIB-v1_26914,SDBN004B22u.scf
SDBN004C01u.scf,stNIB-v1_06252,Sotub09g022280
SDBN004C09u.scf,stNIB-v1_09751,Sotub05g006370
SDBN004C14u.scf,stNIB-v1_16629,Sotub04g008470
SDBN004C15u.scf,stNIB-v1_15345,Sotub09g031130
SDBN004C16u.scf,stNIB-v1_01595,Sotub03g035970
SDBN004C18u.scf,stNIB-v1_00592,Sotub07g015960
SDBN004C19u.scf,stNIB-v1_04106,Sotub10g019750
SDBN004C20u.scf,stNIB-v1_06359,Sotub09g016630
SDBN004C21u.scf,stNIB-v1_00389,Sotub02g026060
SDBN004D04u.scf,stNIB-v1_26617,SDBN004D04u.scf
SDBN004D06u.scf,stNIB-v1_02843,Sotub08g025010
SDBN004D08u.scf,stNIB-v1_12618,Sotub11g029180
SDBN004D16u.scf,stNIB-v1_15849,Sotub02g008330
SDBN004D18u.scf,stNIB-v1_10644,Sotub07g028710
SDBN004D20u.scf,stNIB-v1_14293,PGSC0003DMG400033104
SDBN004D22u.scf,stNIB-v1_11351,Sotub01g018110
SDBN004E04u.scf,stNIB-v1_34622,SDBN004E04u.scf
SDBN004E06u.scf,stNIB-v1_12609,Sotub11g010380
SDBN004E08u.scf,stNIB-v1_08717,Sotub10g018560
SDBN004E09u.scf,stNIB-v1_10620,Sotub07g027790
SDBN004E11u.scf,stNIB-v1_11448,Sotub09g014680
SDBN004E16u.scf,stNIB-v1_09175,Sotub01g039120
SDBN004E17u.scf,stNIB-v1_09413,Sotub08g014180
SDBN004E20u.scf,stNIB-v1_04148,Sotub02g018140
SDBN004E21u.scf,stNIB-v1_01959,Sotub04g019170
SDBN004E22u.scf,stNIB-v1_33938,SDBN004E22u.scf
SDBN004E23u.scf,stNIB-v1_11893,PGSC0003DMG400025359
SDBN004F01u.scf,stNIB-v1_03084,Sotub07g010760
SDBN004F04u.scf,stNIB-v1_08636,Sotub10g017500
SDBN004F05u.scf,stNIB-v1_34531,SDBN004F05u.scf
SDBN004F06u.scf,stNIB-v1_00032,Sotub11g008890
SDBN004F07u.scf,stNIB-v1_26648,SDBN004F07u.scf
SDBN004F09u.scf,stNIB-v1_07407,Sotub07g018820
SDBN004F11u.scf,stNIB-v1_06387,Sotub10g007330
SDBN004F12u.scf,stNIB-v1_02040,Sotub10g008930
SDBN004F17u.scf,stNIB-v1_15747,PGSC0003DMG402012679
SDBN004F19u.scf,stNIB-v1_27181,SDBN004F19u.scf
SDBN004F20u.scf,stNIB-v1_17072,Sotub07g010770
SDBN004F24u.scf,stNIB-v1_07254,Sotub05g013700
SDBN004G02u.scf,stNIB-v1_15069,Sotub04g019850
SDBN004G05u.scf,stNIB-v1_03649,Sotub09g019400
SDBN004G07u.scf,stNIB-v1_12838,Sotub09g014890
SDBN004G08u.scf,stNIB-v1_27803,PGSC0003DMG401002349
SDBN004G12u.scf,stNIB-v1_14802,Sotub11g029680
SDBN004G13u.scf,stNIB-v1_03814,Sotub05g025190
SDBN004G14u.scf,stNIB-v1_00259,Sotub12g009090
SDBN004G16u.scf,stNIB-v1_02133,Sotub02g027560
SDBN004G17u.scf,stNIB-v1_03807,Sotub02g013080
SDBN004G19u.scf,stNIB-v1_00040,Sotub01g032610
SDBN004G20u.scf,stNIB-v1_33392,SDBN004G20u.scf
SDBN004G21u.scf,stNIB-v1_09703,Sotub01g021480
SDBN004H02u.scf,stNIB-v1_15480,Sotub05g025150
SDBN004H03u.scf,stNIB-v1_06826,Sotub02g036790
SDBN004H05u.scf,stNIB-v1_11537,Sotub03g028840
SDBN004H10u.scf,stNIB-v1_12261,PGSC0003DMG400026327
SDBN004H15u.scf,stNIB-v1_14058,Sotub01g029630
SDBN004H16u.scf,stNIB-v1_02858,Sotub08g024630
SDBN004H17u.scf,stNIB-v1_00357,Sotub11g026410
SDBN004H21u.scf,stNIB-v1_09604,Sotub09g024020
SDBN004H22u.scf,stNIB-v1_07954,Sotub03g024680
SDBN004H24u.scf,stNIB-v1_00086,Sotub07g023490
SDBN004I04u.scf,stNIB-v1_10093,Sotub09g028830
SDBN004I08u.scf,stNIB-v1_01059,Sotub01g028500
SDBN004I11u.scf,stNIB-v1_07554,Sotub03g031570
SDBN004I14u.scf,stNIB-v1_03038,Sotub01g043950
SDBN004I17u.scf,stNIB-v1_35259,SDBN004I17u.scf
SDBN004I19u.scf,stNIB-v1_05794,Sotub10g024680
SDBN004I20u.scf,stNIB-v1_34331,SDBN004I20u.scf
SDBN004I22u.scf,stNIB-v1_07446,PGSC0003DMG400014038
SDBN004I23u.scf,stNIB-v1_00367,Sotub03g017370
SDBN004I24u.scf,stNIB-v1_03567,Sotub07g018250
SDBN004J04u.scf,stNIB-v1_25736,SDBN004J04u.scf
SDBN004J06u.scf,stNIB-v1_28142,Sotub09g028300
SDBN004J11u.scf,stNIB-v1_07446,PGSC0003DMG400014038
SDBN004J13u.scf,stNIB-v1_04602,Sotub11g013840
SDBN004J15u.scf,stNIB-v1_16969,Sotub06g015590
SDBN004J16u.scf,stNIB-v1_10605,Sotub07g027020
SDBN004J17u.scf,stNIB-v1_00250,Sotub05g017370
SDBN004J19u.scf,stNIB-v1_10663,Sotub07g027450
SDBN004J20u.scf,stNIB-v1_04164,Sotub06g007690
SDBN004J24u.scf,stNIB-v1_16550,Sotub03g021170
SDBN004K07u.scf,stNIB-v1_15719,Sotub03g016240
SDBN004K08u.scf,stNIB-v1_09339,Sotub05g014560
SDBN004K09u.scf,stNIB-v1_14864,Sotub07g017070
SDBN004K12u.scf,stNIB-v1_00676,Sotub06g024600
SDBN004K14u.scf,stNIB-v1_11918,PGSC0003DMG400025425
SDBN004K15u.scf,stNIB-v1_10406,Sotub02g008550
SDBN004K17u.scf,stNIB-v1_11599,Sotub03g029030
SDBN004K18u.scf,stNIB-v1_11299,Sotub12g032320
SDBN004L01u.scf,stNIB-v1_34655,SDBN004L01u.scf
SDBN004L02u.scf,stNIB-v1_26778,SDBN004L02u.scf
SDBN004L06u.scf,stNIB-v1_07783,Sotub01g010280
SDBN004L07u.scf,stNIB-v1_06442,Sotub02g007760
SDBN004L10u.scf,stNIB-v1_04808,Sotub12g006210
SDBN004L12u.scf,stNIB-v1_02830,Sotub08g024360
SDBN004L13u.scf,stNIB-v1_26836,SDBN004L13u.scf
SDBN004L14u.scf,stNIB-v1_06959,Sotub06g034700
SDBN004L15u.scf,stNIB-v1_06946,Sotub12g013140
SDBN004L16u.scf,stNIB-v1_26858,SDBN004L16u.scf
SDBN004L23u.scf,stNIB-v1_11086,Sotub05g029350
SDBN004L24u.scf,stNIB-v1_16957,Sotub06g013850
SDBN004M02u.scf,stNIB-v1_03784,Sotub01g011350
SDBN004M03u.scf,stNIB-v1_27455,SDBN004M03u.scf
SDBN004M04u.scf,stNIB-v1_04475,Sotub04g031530
SDBN004M05u.scf,stNIB-v1_09639,Sotub10g009940
SDBN004M06u.scf,stNIB-v1_09705,PGSC0003DMG400019552
SDBN004M07u.scf,stNIB-v1_17608,Sotub11g018360
SDBN004M08u.scf,stNIB-v1_09874,Sotub06g034330
SDBN004M12u.scf,stNIB-v1_34936,SDBN004M12u.scf
SDBN004M14u.scf,stNIB-v1_13877,Sotub01g047380
SDBN004M15u.scf,stNIB-v1_34638,SDBN004M15u.scf
SDBN004M16u.scf,stNIB-v1_08264,Sotub07g016680
SDBN004M17u.scf,stNIB-v1_11804,Sotub05g006910
SDBN004M22u.scf,stNIB-v1_27307,SDBN004M22u.scf
SDBN004M23u.scf,stNIB-v1_16660,Sotub04g014580
SDBN004N01u.scf,stNIB-v1_35063,SDBN004N01u.scf
SDBN004N02u.scf,stNIB-v1_35455,SDBN004N02u.scf
SDBN004N04u.scf,stNIB-v1_15347,Sotub07g027040
SDBN004N05u.scf,stNIB-v1_02290,Sotub06g007320
SDBN004N07u.scf,stNIB-v1_03204,Sotub12g019040
SDBN004N08u.scf,stNIB-v1_05039,Sotub01g023560
SDBN004N09u.scf,stNIB-v1_33568,SDBN004N09u.scf
SDBN004N10u.scf,stNIB-v1_12493,Sotub06g028200
SDBN004N12u.scf,stNIB-v1_02983,Sotub12g023900
SDBN004N17u.scf,stNIB-v1_06959,Sotub06g034700
SDBN004N21u.scf,stNIB-v1_06375,Sotub05g024820
SDBN004N24u.scf,stNIB-v1_00289,Sotub11g024320
SDBN004O03u.scf,stNIB-v1_09963,Sotub02g037400
SDBN004O05u.scf,stNIB-v1_27653,SDBN004O05u.scf
SDBN004O09u.scf,stNIB-v1_09164,Sotub01g039410
SDBN004O10u.scf,stNIB-v1_01279,Sotub12g026050
SDBN004O12u.scf,stNIB-v1_13816,Sotub04g028430
SDBN004O14u.scf,stNIB-v1_35062,SDBN004O14u.scf
SDBN004O17u.scf,stNIB-v1_05015,Sotub01g024370
SDBN004O18u.scf,stNIB-v1_00301,Sotub11g023810
SDBN004O19u.scf,stNIB-v1_28219,PGSC0003DMG400036515
SDBN004O20u.scf,stNIB-v1_00686,PGSC0003DMG400001073
SDBN004O21u.scf,stNIB-v1_35023,SDBN004O21u.scf
SDBN004P03u.scf,stNIB-v1_07074,Sotub01g017380
SDBN004P06u.scf,stNIB-v1_17560,Sotub11g012810
SDBN004P07u.scf,stNIB-v1_11364,Sotub01g013680
SDBN004P08u.scf,stNIB-v1_34971,SDBN004P08u.scf
SDBN004P09u.scf,stNIB-v1_01627,PGSC0003DMG400002666
SDBN004P12u.scf,stNIB-v1_04270,PGSC0003DMG400007498
SDBN004P15u.scf,stNIB-v1_08252,Sotub10g018830
SDBN004P16u.scf,stNIB-v1_12418,Sotub03g011520
SDBN004P17u.scf,stNIB-v1_13884,Sotub05g013320
SDBN004P18u.scf,stNIB-v1_03158,Sotub08g010230
SDBN004P20u.scf,stNIB-v1_04268,Sotub11g029170
SDBN004P22u.scf,stNIB-v1_01638,Sotub09g011160
SDBN004P23u.scf,stNIB-v1_04550,Sotub01g037990
SDBN004P24u.scf,stNIB-v1_01320,Sotub12g005210
SDBN005A05u.scf,stNIB-v1_00250,Sotub05g017370
SDBN005A07u.scf,stNIB-v1_15811,Sotub05g022660
SDBN005A08u.scf,stNIB-v1_09059,Sotub01g024730
SDBN005A12u.scf,stNIB-v1_06013,Sotub01g012760
SDBN005A17u.scf,stNIB-v1_13760,Sotub02g030370
SDBN005A18u.scf,stNIB-v1_04987,Sotub09g009530
SDBN005A19u.scf,stNIB-v1_08170,Sotub06g010050
SDBN005B01u.scf,stNIB-v1_02052,Sotub09g018830
SDBN005B07u.scf,stNIB-v1_12681,Sotub01g034450
SDBN005B08u.scf,stNIB-v1_05712,PGSC0003DMG400010321
SDBN005B09u.scf,stNIB-v1_03697,Sotub04g028790
SDBN005B12u.scf,stNIB-v1_12690,Sotub04g027380
SDBN005B13u.scf,stNIB-v1_10995,Sotub09g005350
SDBN005B14u.scf,stNIB-v1_14981,Sotub06g027580
SDBN005B20u.scf,stNIB-v1_15783,Sotub11g008360
SDBN005B22u.scf,stNIB-v1_09940,Sotub02g037960
SDBN005B23u.scf,stNIB-v1_01339,Sotub09g012950
SDBN005C02u.scf,stNIB-v1_05905,Sotub04g019610
SDBN005C03u.scf,stNIB-v1_12551,Sotub05g025300
SDBN005C04u.scf,stNIB-v1_00506,Sotub01g006770
SDBN005C05u.scf,stNIB-v1_07404,Sotub12g011680
SDBN005C06u.scf,stNIB-v1_04312,Sotub07g015290
SDBN005C07u.scf,stNIB-v1_06870,Sotub04g014480
SDBN005C14u.scf,stNIB-v1_28121,Sotub09g007050
SDBN005C16u.scf,stNIB-v1_34421,SDBN005C16u.scf
SDBN005D05u.scf,stNIB-v1_27250,SDBN005D05u.scf
SDBN005D07u.scf,stNIB-v1_15296,Sotub05g006350
SDBN005D08u.scf,stNIB-v1_13630,Sotub06g031560
SDBN005D10u.scf,stNIB-v1_08481,Sotub02g023850
SDBN005D14u.scf,stNIB-v1_13441,Sotub12g013560
SDBN005D15u.scf,stNIB-v1_12119,Sotub01g030150
SDBN005D16u.scf,stNIB-v1_13330,Sotub04g007870
SDBN005D18u.scf,stNIB-v1_09551,Sotub10g024330
SDBN005D19u.scf,stNIB-v1_09359,Sotub01g049280
SDBN005D22u.scf,stNIB-v1_11059,Sotub01g044810
SDBN005D24u.scf,stNIB-v1_03158,Sotub08g010230
SDBN005E02u.scf,stNIB-v1_12394,Sotub01g014750
SDBN005E05u.scf,stNIB-v1_15104,Sotub09g022020
SDBN005E07u.scf,stNIB-v1_17343,Sotub11g014270
SDBN005E14u.scf,stNIB-v1_09188,Sotub01g039620
SDBN005E15u.scf,stNIB-v1_03816,Sotub02g005400
SDBN005E17u.scf,stNIB-v1_14989,Sotub09g013500
SDBN005E19u.scf,stNIB-v1_08158,Sotub11g008500
SDBN005E24u.scf,stNIB-v1_26614,SDBN005E24u.scf
SDBN005F03u.scf,stNIB-v1_08288,Sotub04g014210
SDBN005F06u.scf,stNIB-v1_00605,Sotub06g019540
SDBN005F10u.scf,stNIB-v1_00754,Sotub02g012340
SDBN005F11u.scf,stNIB-v1_09334,Sotub11g027460
SDBN005F12u.scf,stNIB-v1_15949,Sotub08g019450
SDBN005F15u.scf,stNIB-v1_05254,Sotub07g021740
SDBN005F22u.scf,stNIB-v1_09939,Sotub02g037080
SDBN005F24u.scf,stNIB-v1_04851,PGSC0003DMG400008669
SDBN005G01u.scf,stNIB-v1_27418,SDBN005G01u.scf
SDBN005G03u.scf,stNIB-v1_02930,Sotub04g030550
SDBN005G06u.scf,stNIB-v1_08779,Sotub09g025280
SDBN005G07u.scf,stNIB-v1_11717,Sotub02g031000
SDBN005G09u.scf,stNIB-v1_00059,Sotub01g033120
SDBN005G10u.scf,stNIB-v1_04024,PGSC0003DMG400007050
SDBN005G11u.scf,stNIB-v1_06891,Sotub01g030510
SDBN005G12u.scf,stNIB-v1_07304,Sotub02g025700
SDBN005G14u.scf,stNIB-v1_12641,Sotub05g017420
SDBN005G18u.scf,stNIB-v1_00997,Sotub02g026050
SDBN005G21u.scf,stNIB-v1_10308,Sotub02g016010
SDBN005G22u.scf,stNIB-v1_34806,SDBN005G22u.scf
SDBN005G24u.scf,stNIB-v1_34350,SDBN005G24u.scf
SDBN005H01u.scf,stNIB-v1_00142,Sotub01g033100
SDBN005H06u.scf,stNIB-v1_28216,Sotub02g030690
SDBN005H09u.scf,stNIB-v1_12942,Sotub11g025830
SDBN005H10u.scf,stNIB-v1_07164,Sotub11g007260
SDBN005H14u.scf,stNIB-v1_08835,Sotub07g023090
SDBN005H17u.scf,stNIB-v1_09895,Sotub06g034640
SDBN005H19u.scf,stNIB-v1_09606,Sotub09g020040
SDBN005H20u.scf,stNIB-v1_15755,Sotub11g007280
SDBN005H22u.scf,stNIB-v1_05859,Sotub06g008320
SDBN005I01u.scf,stNIB-v1_28043,PGSC0003DMG400045499
SDBN005I05u.scf,stNIB-v1_25762,SDBN005I05u.scf
SDBN005I10u.scf,stNIB-v1_09019,PGSC0003DMG400017817
SDBN005I14u.scf,stNIB-v1_14936,Sotub05g012900
SDBN005I16u.scf,stNIB-v1_07329,Sotub05g021710
SDBN005I19u.scf,stNIB-v1_05786,Sotub10g024920
SDBN005I21u.scf,stNIB-v1_34734,SDBN005I21u.scf
SDBN005J01u.scf,stNIB-v1_16701,Sotub04g018130
SDBN005J07u.scf,stNIB-v1_00727,Sotub11g018720
SDBN005J10u.scf,stNIB-v1_09966,Sotub03g034580
SDBN005J12u.scf,stNIB-v1_14473,Sotub10g021040
SDBN005J15u.scf,stNIB-v1_08360,Sotub11g009200
SDBN005J17u.scf,stNIB-v1_02417,Sotub10g007270
SDBN005J18u.scf,stNIB-v1_34583,SDBN005J18u.scf
SDBN005J21u.scf,stNIB-v1_13712,Sotub05g009130
SDBN005J24u.scf,stNIB-v1_17207,Sotub08g012510
SDBN005K02u.scf,stNIB-v1_16657,Sotub04g013990
SDBN005K06u.scf,stNIB-v1_00036,Sotub01g032560
SDBN005K07u.scf,stNIB-v1_35067,SDBN005K07u.scf
SDBN005K08u.scf,stNIB-v1_03917,Sotub01g025960
SDBN005K10u.scf,stNIB-v1_17225,Sotub08g013780
SDBN005K13u.scf,stNIB-v1_09727,Sotub06g016100
SDBN005K14u.scf,stNIB-v1_13195,Sotub11g021170
SDBN005K17u.scf,stNIB-v1_02226,Sotub06g016320
SDBN005K22u.scf,stNIB-v1_34150,SDBN005K22u.scf
SDBN005K23u.scf,stNIB-v1_02377,Sotub08g025610
SDBN005L02u.scf,stNIB-v1_06339,Sotub03g029460
SDBN005L03u.scf,stNIB-v1_05932,Sotub05g015120
